"","player_name","mp","raptor_offense","raptor_defense","raptor_total","salary","position","guard","forward","center"
"182","Josh Hart",1349,-0.338167689120707,1.12802015590675,0.789852466786045,"$3,491,159.00","G",1,0,0
"183","Josh Jackson",1560,-1.50269014322341,1.36939048726236,-0.133299655961056,"$4,767,000.00","F",0,1,0
"184","Josh Okogie",1197,-2.32144703858742,1.74832560039927,-0.573121438188152,"$2,651,040.00","G",1,0,0
"185","Josh Richardson",1884,-1.1303838598707,-0.931770757860378,-2.06215461773107,"$10,865,952.00","G",1,0,0
"186","Jrue Holiday",2819,3.07613482834832,1.25457385988473,4.33070868823305,"$27,026,011.00","G",1,0,0
"187","Juan Toscano-Anderson",1107,-1.52910674430382,2.18670918721304,0.657602442909222,"$943,963.00","F",0,1,0
"188","Juancho Hernangomez",900,-0.62500079849978,-2.56818783726621,-3.19318863576599,"$6,493,000.00","F/C",0,1,1
"189","Julius Randle",2847,0.43805243029402,2.08801395869399,2.52606638898801,"$19,845,000.00","F",0,1,0
"190","Justin Holiday",2183,-0.419143657166346,0.958502397444331,0.539358740277985,"$5,720,400.00","G/F",1,1,0
"191","Justin Jackson",592,-2.74367257642816,-1.18214568657648,-3.92581826300464,"$5,109,637.00","F",0,1,0
"192","Justise Winslow",510,-6.79107993291862,2.11994813070173,-4.67113180221689,"$13,000,000.00","G/F",1,1,0
"193","Jusuf Nurkic",1053,-0.841002068179686,4.21377040044675,3.37276833226707,"$12,888,889.00","C",0,0,1
"194","Karl-Anthony Towns",1689,3.56433399589127,-0.200147548057737,3.36418644783353,"$29,467,800.00","C",0,0,1
"195","Kawhi Leonard",2205,6.33426903688395,1.47773154234732,7.81200057923126,"$34,379,100.00","F",0,1,0
"196","Keldon Johnson",1968,-0.66338367882922,-2.02959496231752,-2.69297864114674,"$2,048,040.00","F",0,1,0
"197","Kelly Olynyk",1997,0.538932032323766,-0.697942783213887,-0.159010750890121,"$12,819,650.00","F/C",0,1,1
"198","Kelly Oubre Jr.",1687,-3.78903093554435,1.1237448034073,-2.66528613213705,"$14,375,000.00","G/F",1,1,0
"199","Kemba Walker",1460,2.83725644628572,0.226864721399023,3.06412116768474,"$34,379,100.00","G",1,0,0
"200","Kendrick Nunn",1743,0.436495045196394,-1.25080849857449,-0.814313453378093,"$1,663,861.00","G",1,0,0
"201","Kenrich Williams",1426,0.876233793597844,0.222229853779729,1.09846364737757,"$2,000,000.00","F",0,1,0
"202","Kent Bazemore",1333,-1.97321201613133,2.67441256325644,0.701200547125105,"$2,320,044.00","G/F",1,1,0
"203","Kentavious Caldwell-Pope",2048,-0.220133960305708,0.297904080029385,0.077770119723677,"$12,073,020.00","G/F",1,1,0
"204","Kenyon Martin Jr.",1068,-1.09477404158261,-2.21766382207086,-3.31243786365347,"$898,310.00","F",0,1,0
"205","Kevin Durant",1642,4.64852402662455,0.347516791132626,4.99604081775717,"$40,108,950.00","F",0,1,0
"206","Kevin Huerter",2684,-0.110723418647443,-0.0122685664750887,-0.122991985122531,"$2,761,920.00","G",1,0,0
"207","Kevin Love",622,-0.534857821649808,-2.39143814001902,-2.92629596166883,"$31,258,256.00","F/C",0,1,1
"208","Kevin Porter Jr.",835,-0.460499393882087,-3.73443756880023,-4.19493696268232,"$1,717,981.00","G",1,0,0
"209","Kevon Looney",1161,-0.811845892247918,1.7464903964198,0.934644504171883,"$4,821,429.00","C",0,0,1
"210","Khem Birch",1529,-1.60300778844838,1.87886382451484,0.275856036066462,"$3,011,499.00","C",0,0,1
"211","Khris Middleton",3191,2.21199418492779,-0.0144772435497082,2.19751694137809,"$33,051,724.00","G/F",1,1,0
"212","Killian Hayes",670,-6.56897179557457,-1.61823757208517,-8.18720936765975,"$5,307,120.00","G",1,0,0
"213","Kira Lewis Jr.",904,-0.827465978690157,-0.996961049240587,-1.82442702793074,"$3,640,200.00","G",1,0,0
"214","Kristaps Porzingis",1560,1.32412915802949,-1.50605795240419,-0.181928794374696,"$29,467,800.00","F/C",0,1,1
"215","Kyle Anderson",2029,0.566684871094943,2.46518383326641,3.03186870436135,"$9,505,100.00","F",0,1,0
"216","Kyle Kuzma",2083,-3.18652593451466,0.103152479062609,-3.08337345545205,"$3,562,178.00","F",0,1,0
"217","Kyle Lowry",1601,2.27612380326339,-1.06673549513883,1.20938830812456,"$30,500,000.00","G",1,0,0
"218","Kyrie Irving",2211,5.77453861884151,-2.31106459578802,3.46347402305349,"$33,722,850.00","G",1,0,0
"219","LaMarcus Aldridge",674,-2.41364444884318,-0.847885546700499,-3.26152999554368,"$17,628,340.00","C",0,0,1
"220","LaMelo Ball",1469,1.1506546059116,-0.885744851177305,0.264909754734292,"$7,839,960.00","G",1,0,0
"221","Landry Shamet",1609,-0.657063420999895,-0.40735729043106,-1.06442071143095,"$2,090,040.00","G/F",1,1,0
"222","Larry Nance Jr.",1091,-2.38258944940159,2.90152330970966,0.518933860308067,"$11,709,091.00","F/C",0,1,1
"223","Lauri Markkanen",1317,-0.518261711494532,-0.912788694818885,-1.43105040631342,"$6,731,508.00","F/C",0,1,1
"224","LeBron James",1728,5.87870769875962,0.638155440880721,6.51686313964034,"$39,219,566.00","G/F",1,1,0
"225","Lonnie Walker IV",1522,-1.85989707446355,-3.86824021229769,-5.72813728676124,"$2,895,720.00","G/F",1,1,0
"226","Lonzo Ball",1747,1.41708589669744,0.3991991844377,1.81628508113514,"$11,003,782.00","G",1,0,0
"227","Lou Williams",1700,0.310183995681065,-3.09743596296537,-2.78725196728431,"$8,000,000.00","G",1,0,0
"228","Luguentz Dort",1543,-1.79487122502735,3.86146639873437,2.06659517370703,"$1,517,981.00","G/F",1,1,0
"229","Luka Doncic",2543,6.64165405276573,-0.789069940314123,5.85258411245161,"$8,049,360.00","G/F",1,1,0
"230","Luke Kennard",1451,0.568049390399205,-3.70565520077831,-3.13760581037911,"$5,273,826.00","G",1,0,0
"231","Malachi Flynn",928,-1.4504628503712,0.608891955811304,-0.841570894559899,"$1,950,600.00","G",1,0,0
"232","Malcolm Brogdon",1930,1.52699550980795,-1.30131917676237,0.225676333045585,"$20,700,000.00","G",1,0,0
"233","Malik Beasley",1214,0.709071228517289,-2.41275739510251,-1.70368616658522,"$13,425,895.00","G",1,0,0
"234","Malik Monk",878,0.639344734935107,-1.82720992874707,-1.18786519381196,"$5,345,687.00","G",1,0,0
"235","Marc Gasol",1080,-1.52691771074884,3.31466275863183,1.787745047883,"$2,564,753.00","C",0,0,1
"236","Marcus Morris Sr.",2106,0.0833736073434305,-0.21454858479343,-0.131174977449999,"$14,883,721.00","F",0,1,0
"237","Marcus Smart",1764,1.03481997791937,-0.143223114818357,0.891596863101019,"$12,946,428.00","G",1,0,0
"238","Markieff Morris",1238,-2.83445548896204,-0.210857140630398,-3.04531262959244,"$2,331,593.00","F/C",0,1,1
"239","Marvin Bagley III",1112,-2.00663905315534,-0.546479504908978,-2.55311855806432,"$8,963,640.00","F/C",0,1,1
"240","Mason Plumlee",1499,-0.293474715257045,-1.20513520344935,-1.4986099187064,"$8,000,000.00","C",0,0,1
"241","Matisse Thybulle",1518,-2.24402418066299,5.02114510847315,2.77712092781016,"$2,711,280.00","G/F",1,1,0
"242","Maurice Harkless",772,-2.86373964124388,-0.968873036438373,-3.83261267768225,"$3,623,000.00","F",0,1,0
"243","Max Strus",513,1.26571182911395,-1.56020921354599,-0.29449738443204,"$647,098.00","G",1,0,0
"244","Maxi Kleber",1528,-1.46408310384675,1.03838593115794,-0.425697172688807,"$8,475,000.00","F/C",0,1,1
"245","Michael Carter-Williams",800,-4.28225445324289,3.34920443464282,-0.933050018600071,"$3,300,000.00","G",1,0,0
"246","Michael Porter Jr.",2244,2.7311768439737,-0.449354674896648,2.28182216907705,"$3,550,800.00","F",0,1,0
"247","Mikal Bridges",3055,1.47958963230163,1.36812947938179,2.84771911168342,"$4,359,000.00","F",0,1,0
"248","Mike Conley",1674,4.18315267124886,2.90961063112873,7.0927633023776,"$34,502,132.00","G",1,0,0
"249","Mike Muscala",645,-0.0361774250178397,2.06595554330057,2.02977811828273,"$2,283,034.00","C",0,0,1
"250","Mike Scott",886,-2.55313260531456,-0.0985466283881959,-2.65167923370275,"$5,005,350.00","C",0,0,1
"251","Miles Bridges",1932,0.0878957349358237,0.216716470874123,0.304612205809946,"$3,934,320.00","F",0,1,0
"252","Mitchell Robinson",853,-2.07735645694673,2.04803353731434,-0.0293229196323912,"$1,663,861.00","C",0,0,1
"253","Miye Oni",560,-2.11718295411025,-0.264354045730424,-2.38153699984068,"$1,517,981.00","G",1,0,0
"254","Mo Bamba",725,-1.68583059074958,-1.62921199584584,-3.31504258659542,"$5,969,040.00","C",0,0,1
"255","Monte Morris",1482,0.964127235556503,-1.19961772044838,-0.235490484891872,"$1,723,707.00","G",1,0,0
"256","Montrezl Harrell",1619,1.35616457293247,1.95793531088087,3.31409988381335,"$9,258,000.00","C",0,0,1
"257","Moritz Wagner",722,-3.10612787054966,1.82633779866333,-1.27979007188633,"$2,383,915.00","C",0,0,1
"258","Moses Brown",920,-2.3183839109352,0.118428382092136,-2.19995552884306,"$1,250,000.00","C",0,0,1
"259","Mychal Mulder",766,-0.811752036127778,-1.38991384708666,-2.20166588321443,"$1,517,981.00","G",1,0,0
"260","Myles Turner",1455,-2.27343901992775,4.71897086870611,2.44553184877836,"$18,000,000.00","C",0,0,1
"261","Naji Marshall",700,-1.02136365853653,0.364570924882588,-0.656792733653944,"$538,391.00","C",0,0,1
"262","Nassir Little",649,-0.867257645611183,-3.71280695543239,-4.58006460104358,"$2,210,640.00","F",0,1,0
"263","Naz Reid",1347,-1.42834733165483,0.883142510534197,-0.545204821120632,"$1,517,981.00","C",0,0,1
"264","Nemanja Bjelica",625,-0.52181373244174,-3.06217932482916,-3.5839930572709,"$7,150,000.00","F/C",0,1,1
"265","Nerlens Noel",1639,-2.70088548796924,2.74392084520101,0.0430353572317658,"$5,000,000.00","C",0,0,1
"266","Nickeil Alexander-Walker",1007,-1.33079654209629,0.688616007167692,-0.642180534928595,"$3,113,160.00","G",1,0,0
"267","Nicolas Batum",2390,1.01901789081909,2.36243537382668,3.38145326464577,"$11,608,231.00","F/C",0,1,1
"268","Nicolas Claxton",724,-2.05255397289436,7.08187120811113,5.02931723521677,"$1,517,981.00","C",0,0,1
"269","Nicolo Melli",585,-1.76430362284433,-0.170651338394181,-1.93495496123851,"$3,897,436.00","F/C",0,1,1
"270","Nikola Jokic",2833,8.59796770192476,0.651521234227334,9.24948893615209,"$29,542,010.00","C",0,0,1
"271","Nikola Vucevic",2348,0.85382750775089,0.769536641436724,1.62336414918761,"$26,000,000.00","C",0,0,1
"272","Norman Powell",2421,1.03605416317544,-0.849140356533829,0.186913806641608,"$10,865,952.00","G/F",1,1,0
"273","Obi Toppin",748,-1.85487299502166,0.49942335189401,-1.35544964312765,"$4,862,040.00","F",0,1,0
"274","OG Anunoby",1433,0.182612394588393,2.28314027987299,2.46575267446138,"$3,872,215.00","F",0,1,0
"275","Onyeka Okongwu",767,-1.78827514712557,0.66237796807403,-1.12589717905154,"$5,813,640.00","C",0,0,1
"276","Oshae Brissett",519,1.55339703522552,-0.248306317305792,1.30509071791973,"$1,255,493.00","F",0,1,0
"277","Otto Porter Jr.",606,-0.554937376766742,-0.940417586081408,-1.49535496284815,"$28,489,239.00","F",0,1,0
"278","P.J. Tucker",2037,-3.26027452740397,0.5344718831981,-2.72580264420587,"$7,969,537.00","F/C",0,1,1
"279","P.J. Washington",1954,-2.24393580371413,0.546848183075582,-1.69708762063854,"$4,023,600.00","F/C",0,1,1
"280","Pascal Siakam",2006,1.17076758154333,-0.75002474830585,0.420742833237484,"$30,559,200.00","F",0,1,0
"281","Pat Connaughton",2121,0.211111972606022,1.57128016479342,1.78239213739944,"$4,938,273.00","G/F",1,1,0
"282","Patrick Beverley",1155,-0.312811578432192,0.270331292462776,-0.042480285969416,"$13,333,333.00","G",1,0,0
"283","Patrick Patterson",582,-1.10788358884566,-0.869426178055773,-1.97730976690143,"$3,814,771.00","F",0,1,0
"284","Patrick Williams",1983,-3.39214407866046,-0.326301494181313,-3.71844557284177,"$7,068,360.00","F",0,1,0
"285","Patty Mills",1685,-0.376312085720106,-0.232388821521143,-0.608700907241249,"$13,535,714.00","G",1,0,0
"286","Paul George",2597,4.5624038187497,1.97614654210994,6.53855036085965,"$35,450,412.00","G/F",1,1,0
"287","Paul Millsap",1271,0.328786903807791,1.71182345918624,2.04061036299403,"$10,100,000.00","F/C",0,1,1
"288","Payton Pritchard",1335,0.158340749890471,-1.53141260952206,-1.37307185963159,"$2,035,800.00","G",1,0,0
"289","PJ Dozier",1088,-1.64901961875206,2.37836350621233,0.729343887460273,"$1,762,796.00","G/F",1,1,0
"290","Precious Achiuwa",749,-4.34759588150102,0.954821074730846,-3.39277480677018,"$2,582,160.00","C",0,0,1
"291","R.J. Hampton",888,-2.20630500952381,-4.53187667538001,-6.73818168490383,"$2,193,480.00","G",1,0,0
"292","Rajon Rondo",990,-1.30195498343415,-2.79449884934312,-4.09645383277728,"$7,500,000.00","G",1,0,0
"293","Raul Neto",1515,-0.195826258237159,2.1404971796266,1.94467092138944,"$1,882,867.00","G",1,0,0
"294","Reggie Bullock",2111,-0.417409453583177,-0.115644900037909,-0.533054353621086,"$4,200,000.00","F",0,1,0
"295","Reggie Jackson",2166,2.73347828371021,-0.875500235894107,1.8579780478161,"$2,331,593.00","G",1,0,0
"296","Richaun Holmes",1782,0.167515070537946,1.9498496335243,2.11736470406225,"$5,005,350.00","C",0,0,1
"297","Ricky Rubio",1772,-1.0043865562743,-0.420522484110541,-1.42490904038484,"$17,000,000.00","G",1,0,0
"298","RJ Barrett",2673,0.292537049131951,-0.332466395917896,-0.0399293467859447,"$8,231,760.00","G/F",1,1,0
"299","Robert Covington",2471,-0.137370160673261,2.62421542329431,2.48684526262105,"$12,138,345.00","F",0,1,0
"300","Robert Williams III",1031,0.828272971921322,0.264095758182381,1.0923687301037,"$2,029,920.00","C",0,0,1
"301","Robin Lopez",1427,-1.36648172067837,0.197146408129825,-1.16933531254854,"$7,300,000.00","C",0,0,1
"302","Rodney Hood",942,-4.11457758543123,-1.21759281640428,-5.33217040183552,"$10,047,450.00","G/F",1,1,0
"303","Royce O'Neale",2645,0.509183288106038,1.32803553435939,1.83721882246542,"$8,500,000.00","F",0,1,0
"304","Rudy Gay",1358,-0.602371950286397,3.32652377859279,2.72415182830639,"$14,500,000.00","F",0,1,0
"305","Rudy Gobert",2563,-0.120712164718414,7.90743912259994,7.78672695788152,"$27,525,281.00","C",0,0,1
"306","Rui Hachimura",1970,-2.47249451815405,-1.01664240775893,-3.48913692591298,"$4,692,840.00","F",0,1,0
"307","Russell Westbrook",2555,0.250929406226752,-2.23678223709906,-1.98585283087231,"$41,358,814.00","G",1,0,0
"308","Saben Lee",781,-1.65477041892921,-2.42021599421358,-4.07498641314279,"$516,836.00","G",1,0,0
"309","Saddiq Bey",1909,-1.34953029200929,-1.93516495113861,-3.2846952431479,"$2,689,920.00","F",0,1,0
"310","Sekou Doumbouya",869,-4.18515171563106,-1.72456271586542,-5.90971443149649,"$3,449,400.00","F",0,1,0
"311","Semi Ojeleye",962,-2.01514683099061,0.411167321226711,-1.6039795097639,"$1,752,950.00","F",0,1,0
"312","Serge Ibaka",973,-0.333471511147343,2.1266433520466,1.79317184089926,"$9,258,000.00","C",0,0,1
"313","Seth Curry",2019,2.36728461985981,-2.11950224473595,0.247782375123856,"$7,834,449.00","G",1,0,0
"314","Shai Gilgeous-Alexander",1180,3.71083242998249,-1.34686094381888,2.36397148616361,"$4,141,320.00","G",1,0,0
"315","Shake Milton",1582,0.0781074035336763,-0.752649507117949,-0.674542103584273,"$1,701,593.00","G",1,0,0
"316","Solomon Hill",1658,-2.71529828313907,-0.364851688107967,-3.08014997124704,"$2,174,318.00","F",0,1,0
"317","Stanley Johnson",1006,-3.21954999501222,-0.944886043235368,-4.16443603824759,"$3,804,150.00","F",0,1,0
"318","Stephen Curry",2152,8.7387010240524,-1.93904989884528,6.79965112520712,"$43,006,362.00","G",1,0,0
"319","Sterling Brown",1229,-1.4104341894048,-0.751143151530902,-2.1615773409357,"$1,678,854.00","G/F",1,1,0
"320","Steven Adams",1605,-0.542296885727032,1.0440209013752,0.501724015648171,"$29,592,695.00","C",0,0,1
"321","Svi Mykhailiuk",1324,-1.7094266847555,-1.31089698419582,-3.02032366895132,"$1,663,861.00","G/F",1,1,0
"322","T.J. McConnell",1796,1.39114770565744,0.930790600376544,2.32193830603398,"$3,500,000.00","G",1,0,0
"323","Taj Gibson",1074,0.0998670986564668,4.44981397460846,4.54968107326493,"$3,283,684.00","C",0,0,1
"324","Talen Horton-Tucker",1352,-1.35719037767038,1.07614894249953,-0.281041435170845,"$1,517,981.00","G/F",1,1,0
"325","Taurean Prince",905,-0.488450664583815,-0.147440345105869,-0.635891009689684,"$12,250,000.00","F",0,1,0
"326","Terance Mann",1641,0.872737960690453,0.381504133570792,1.25424209426124,"$1,517,981.00","G/F",1,1,0
"327","Terence Davis",1074,-0.492496266301017,-1.87537356461692,-2.36786983091794,"$1,517,981.00","G",1,0,0
"328","Terrence Ross",1347,-0.661159769526495,-1.02816983729126,-1.68932960681775,"$13,500,000.00","G/F",1,1,0
"329","Terry Rozier",2383,2.73982378281699,-1.1842217022814,1.55560208053558,"$18,900,000.00","G",1,0,0
"330","Thaddeus Young",1652,3.28511127582729,1.43712823529043,4.72223951111771,"$13,545,000.00","F/C",0,1,1
"331","Thanasis Antetokounmpo",596,-3.17024322279173,2.14975848190371,-1.02048474088801,"$1,701,593.00","F",0,1,0
"332","Theo Maledon",1778,-4.93400357494898,-3.02003877794154,-7.95404235289052,"$2,000,000.00","G",1,0,0
"333","Tim Hardaway Jr.",2247,1.62947913946326,0.156016398360556,1.78549553782382,"$18,975,000.00","G/F",1,1,0
"334","Timothe Luwawu-Cabarrot",1075,-1.55120251444254,-0.840525200862948,-2.39172771530549,"$1,824,003.00","F",0,1,0
"335","Tobias Harris",2452,1.59427994478455,-0.0380027891456102,1.55627715563893,"$34,358,850.00","F",0,1,0
"336","Tomas Satoransky",1307,0.264167301961113,-0.131748230989094,0.132419070972019,"$10,000,000.00","G",1,0,0
"337","Tony Bradley",684,0.663952801385968,0.760435677714919,1.42438847910089,"$3,542,060.00","C",0,0,1
"338","Tony Snell",1058,-1.08003272976131,-1.87234975932393,-2.95238248908523,"$12,178,571.00","F",0,1,0
"339","Torrey Craig",1069,-0.559381432078555,-0.740650157142655,-1.30003158922121,"$1,678,854.00","F",0,1,0
"340","Trae Young",2728,6.06872282773126,-3.94962689412759,2.11909593360368,"$6,571,800.00","G",1,0,0
"341","Trevor Ariza",937,-1.67613143607272,2.77543131336832,1.0992998772956,"$12,800,000.00","F",0,1,0
"342","Trey Burke",928,-0.338820710872681,-1.3611691578604,-1.69998986873308,"$3,000,000.00","G",1,0,0
"343","Tristan Thompson",1419,-2.03449530465689,-0.619323097915077,-2.65381840257196,"$9,258,000.00","C",0,0,1
"344","Troy Brown Jr.",524,-1.51027625355325,-2.28054428910089,-3.79082054265415,"$3,372,840.00","F",0,1,0
"345","Ty Jerome",788,1.43089992323455,-3.48316988234249,-2.05226995910794,"$2,303,040.00","G",1,0,0
"346","Tyler Herro",1728,-0.0116216583231316,-1.00201259624095,-1.01363425456408,"$3,822,240.00","G",1,0,0
"347","Tyler Johnson",753,-0.719742308940385,-0.911854092500211,-1.6315964014406,"$2,028,594.00","G",1,0,0
"348","Tyrese Haliburton",1746,1.53787493291124,-2.48546599086848,-0.947591057957242,"$3,831,840.00","G",1,0,0
"349","Tyrese Maxey",1091,-0.0816235184432115,-2.25203099453343,-2.33365451297664,"$2,478,840.00","G",1,0,0
"350","Tyus Jones",1269,-0.254613528496486,0.0271092578068232,-0.227504270689663,"$8,817,143.00","G",1,0,0
"351","Victor Oladipo",1080,-1.50869561400007,1.59140182314718,0.0827062091471091,"$21,000,000.00","G",1,0,0
"352","Wayne Ellington",1012,1.74621382161922,-1.75797681299999,-0.0117629913807711,"$3,564,753.00","G",1,0,0
"353","Wendell Carter Jr.",1375,-2.9346717371899,1.2557086114263,-1.6789631257636,"$5,448,840.00","C",0,0,1
"354","Wes Iwundu",539,-5.45223771182673,-0.475144670487414,-5.92738238231414,"$1,678,854.00","F",0,1,0
"355","Wesley Matthews",1240,-1.86912849722742,1.21927053497636,-0.649857962251068,"$3,623,000.00","G",1,0,0
"356","Will Barton",1819,0.0353024833191001,-1.83149972207932,-1.79619723876022,"$13,723,214.00","G",1,0,0
"357","Willie Cauley-Stein",969,-2.30516782263986,2.6488626790457,0.343694856405845,"$4,100,000.00","C",0,0,1
"358","Willy Hernangomez",846,-0.489820555521561,0.466586987537857,-0.0232335679837042,"$1,737,145.00","F/C",0,1,1
"359","Xavier Tillman",1103,-1.56432915573079,0.436321880394295,-1.1280072753365,"$1,300,000.00","C",0,0,1
"360","Yuta Watanabe",723,-1.3412350339783,0.157520660243364,-1.18371437373494,"$737,996.00","F",0,1,0
"361","Zach LaVine",2034,3.92959956949072,-1.61370155438239,2.31589801510833,"$19,500,000.00","G",1,0,0
"362","Zion Williamson",2026,3.61754428963058,-0.652527283458115,2.96501700617246,"$10,245,480.00","F",0,1,0
